"","idv","iv","dv","exp"
"380",2,1,1121.32030318025,"Biderman & Mudrik_2018_1"
"381",2,1,843.543855822645,"Biderman & Mudrik_2018_1"
"382",2,1,803.934247116558,"Biderman & Mudrik_2018_1"
"383",2,2,1104.55450770678,"Biderman & Mudrik_2018_1"
"384",2,1,716.743101656903,"Biderman & Mudrik_2018_1"
"385",2,2,599.943037261255,"Biderman & Mudrik_2018_1"
"386",2,2,783.084698778111,"Biderman & Mudrik_2018_1"
"387",2,1,870.958370447624,"Biderman & Mudrik_2018_1"
"388",2,2,748.649630346335,"Biderman & Mudrik_2018_1"
"389",2,1,796.475496608764,"Biderman & Mudrik_2018_1"
"390",2,2,1036.43475030549,"Biderman & Mudrik_2018_1"
"391",2,1,673.218518379144,"Biderman & Mudrik_2018_1"
"392",2,2,717.661404283717,"Biderman & Mudrik_2018_1"
"393",2,1,586.070137680508,"Biderman & Mudrik_2018_1"
"394",2,2,952.353460714221,"Biderman & Mudrik_2018_1"
"395",2,1,732.690949109383,"Biderman & Mudrik_2018_1"
"396",2,1,812.426195130683,"Biderman & Mudrik_2018_1"
"397",2,1,907.009948219638,"Biderman & Mudrik_2018_1"
"398",2,1,607.236145529896,"Biderman & Mudrik_2018_1"
"399",2,2,674.434464075603,"Biderman & Mudrik_2018_1"
"400",2,2,730.920486559626,"Biderman & Mudrik_2018_1"
"401",2,1,694.648242439143,"Biderman & Mudrik_2018_1"
"402",2,2,631.378868129104,"Biderman & Mudrik_2018_1"
"403",2,1,663.245197967626,"Biderman & Mudrik_2018_1"
"404",2,2,696.669876866508,"Biderman & Mudrik_2018_1"
"405",2,1,603.283538017422,"Biderman & Mudrik_2018_1"
"406",2,1,771.00478450302,"Biderman & Mudrik_2018_1"
"407",2,2,614.894750178792,"Biderman & Mudrik_2018_1"
"408",2,2,1029.17984535452,"Biderman & Mudrik_2018_1"
"409",2,1,721.47032211069,"Biderman & Mudrik_2018_1"
"410",2,2,1189.96464204974,"Biderman & Mudrik_2018_1"
"411",2,2,658.259392948821,"Biderman & Mudrik_2018_1"
"412",2,1,749.305072065908,"Biderman & Mudrik_2018_1"
"413",2,2,757.222261163406,"Biderman & Mudrik_2018_1"
"414",2,1,828.85557418922,"Biderman & Mudrik_2018_1"
"415",2,1,715.336139837746,"Biderman & Mudrik_2018_1"
"416",2,2,637.088823597878,"Biderman & Mudrik_2018_1"
"417",2,1,732.083118753508,"Biderman & Mudrik_2018_1"
"418",2,1,660.445529327262,"Biderman & Mudrik_2018_1"
"419",2,2,705.711209913716,"Biderman & Mudrik_2018_1"
"420",2,2,854.58686639322,"Biderman & Mudrik_2018_1"
"421",2,2,614.417495031375,"Biderman & Mudrik_2018_1"
"422",2,1,724.43335223943,"Biderman & Mudrik_2018_1"
"423",3,2,2985.57409126079,"Biderman & Mudrik_2018_1"
"424",3,1,2439.41859598272,"Biderman & Mudrik_2018_1"
"425",3,2,2592.12966897758,"Biderman & Mudrik_2018_1"
"426",3,2,2286.88627883093,"Biderman & Mudrik_2018_1"
"427",3,1,1457.982117543,"Biderman & Mudrik_2018_1"
